Energy,Post,Comment,Cleaned_Comment,Token_Count,Sentiment,Sentiment_Mapped,reasons
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",There are alternatives to solar panels that be more efficient and not cover farmland.,There are alternatives to solar panels that be more efficient and not cover farmland.,15,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",I can go for rooftop. But not arid or desert land!,I can go for rooftop. But not arid or desert land!,13,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Nice. Now add wind energy for the night and cloudy weather.,Nice. Now add wind energy for the night and cloudy weather.,13,LABEL_2,POSITIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",It would be great if they made it affordable but that will never happen,It would be great if they made it affordable but that will never happen,14,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","Why waste money on such venture, instead of that, distribute freebees worth 20,000 per household and make them waste bodies. Give power, bus, rations, gas, 1000, 3000 etc etc ","Why waste money on such venture, instead of that, distribute freebees worth 20,000 per household and make them waste bodies. Give power, bus, rations, gas, 1000, 3000 etc etc ",37,LABEL_0,NEGATIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",I will just wait for the planet to get worse and then they will have to automatically change to a safer way to generate electricity. Though I won’t be here when the time comes.,I will just wait for the planet to get worse and then they will have to automatically change to a safer way to generate electricity. Though I won’t be here when the time comes.,38,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","What an opportunity for other Towns in South Africa, instead of locking into power ships which do not give local populations the opportunity for employment.","What an opportunity for other Towns in South Africa, instead of locking into power ships which do not give local populations the opportunity for employment.",27,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",world economic forum should work on cost reduction,world economic forum should work on cost reduction,8,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",We need to use some of this information more than we do !,We need to use some of this information more than we do !,13,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",India has over 300 days a year with sun makes a big differance,India has over 300 days a year with sun makes a big differance,13,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","Don't be greedy for Delhi model,that will creeple you. India to follow you.","Don't be greedy for Delhi model,that will creeple you. India to follow you.",18,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","They think they are smart, this is deep.","They think they are smart, this is deep.",10,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",World economic forum iam one day income from any country 1000 year what.,World economic forum iam one day income from any country 1000 year what.,14,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",USA fighting it especially in Florida.,USA fighting it especially in Florida.,7,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",This is what India should be,This is what India should be,6,LABEL_2,POSITIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","...and the ""developed countries"" are still running on gas?","...and the ""developed countries"" are still running on gas?",13,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Is it true.,Is it true.,4,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",The power of india,The power of india,4,LABEL_2,POSITIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Great imitative for providing  lighting through solar electricity  to   ancient hindus temples. Our hindu civilization is oldest and temple are haritage  not only for hindus but also for the whole world . This temple was attacked by muslim invadered and destroyed some parts .,Great imitative for providing  lighting through solar electricity  to   ancient hindus temples. Our hindu civilization is oldest and temple are haritage  not only for hindus but also for the whole world . This temple was attacked by muslim invadered and destroyed some parts .,45,LABEL_1,NEUTRAL,infrastructure
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",How many acres?,How many acres?,4,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","For someone who's cool, the sun shines 24 hours a day!","For someone who's cool, the sun shines 24 hours a day!",14,LABEL_2,POSITIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Waste of perfectly good land suited for agricultural purposes.,Waste of perfectly good land suited for agricultural purposes.,10,LABEL_1,NEUTRAL,social_resistance
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Any real industry in this town.  OOPS - not enough power.,Any real industry in this town.  OOPS - not enough power.,13,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Amazing - the sun shines 24 hours a day in Gujarat!,Amazing - the sun shines 24 hours a day in Gujarat!,12,LABEL_2,POSITIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",That’s 1.5 hectares of solar panels per household. ,That’s 1.5 hectares of solar panels per household. ,11,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",They should invest more into nuclear power.,They should invest more into nuclear power.,8,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Nice to see some natural growth between the toxicology.,Nice to see some natural growth between the toxicology.,10,LABEL_2,POSITIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",What a waste of land,What a waste of land,5,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Solar panels take way to much land up . I'd  rather see herds of cattle or crops to feed people.,Solar panels take way to much land up . I'd  rather see herds of cattle or crops to feed people.,22,LABEL_0,NEGATIVE,infrastructure
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",This is only part of the story,This is only part of the story,7,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",I would rather see corn and bean fields in my state than solar panels,I would rather see corn and bean fields in my state than solar panels,14,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",The Solar Panels cover over 29 Acres of land.,The Solar Panels cover over 29 Acres of land.,10,LABEL_1,NEUTRAL,infrastructure
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",NOT GOOD for the Planet ... IDIOTS ...!,NOT GOOD for the Planet ... IDIOTS ...!,9,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",So! Hope there ready when needed to replace old ones so selfish for poor people there,So! Hope there ready when needed to replace old ones so selfish for poor people there,17,LABEL_0,NEGATIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","How much Precious Land did those  Idiotic Solar panels take up ,You could have put 10 Coal fired power Stations there ","How much Precious Land did those  Idiotic Solar panels take up ,You could have put 10 Coal fired power Stations there ",22,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","This is indeed the new religion. The pope and other 'worldreligions'  cal out the 10 climate-comandments!!!! Look out, Jesus is coming soon.","This is indeed the new religion. The pope and other 'worldreligions'  cal out the 10 climate-comandments!!!! Look out, Jesus is coming soon.",30,LABEL_2,POSITIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Not economic,Not economic,2,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","good for them, saves them money and that is the only reason for doing so. wonder how long it will take or get back the 9.7 million investment.","good for them, saves them money and that is the only reason for doing so. wonder how long it will take or get back the 9.7 million investment.",31,LABEL_2,POSITIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",and still riding elephants,and still riding elephants,4,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",And where are they growing their food ?,And where are they growing their food ?,8,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","The reflected heat from these is part of the ""so called"" global warming.","The reflected heat from these is part of the ""so called"" global warming.",16,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Where are the farms?,Where are the farms?,5,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Wow very intelligent engineers,Wow very intelligent engineers,4,LABEL_2,POSITIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",What a waste of valuable land for farming.,What a waste of valuable land for farming.,9,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Are we still sending money over to India from the UK?,Are we still sending money over to India from the UK?,12,LABEL_1,NEUTRAL,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",The solar panels are still a pollutants after their expiry,The solar panels are still a pollutants after their expiry,10,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","you've jsut proven solar is not a solution, 12ha solar + houseroofs for 7000 people, that means for the 70 million brits it would mean 900000 ha solar or 9000km2 solar that would cost 100billion even with indian prices, and this if we would have sun like india has, but we have only 1/4 the sunshine here so it would be 36000km2 and 400billion or more. we would literally have to cover 1/6 of the uk in solar panels, and we dont have electric cars yet... it would push it to cover 1/4 of the uk in solar panels     way to go","you've jsut proven solar is not a solution, 12ha solar + houseroofs for 7000 people, that means for the 70 million brits it would mean 900000 ha solar or 9000km2 solar that would cost 100billion even with indian prices, and this if we would have sun like india has, but we have only 1/4 the sunshine here so it would be 36000km2 and 400billion or more. we would literally have to cover 1/6 of the uk in solar panels, and we dont have electric cars yet... it would push it to cover 1/4 of the uk in solar panels     way to go",110,LABEL_1,NEUTRAL,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",All free,All free,2,LABEL_1,NEUTRAL,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",You know you can keep burning coal and natural gas it’s way cheaper and more affordable ￼￼￼￼and way cleaner in the end,You know you can keep burning coal and natural gas it’s way cheaper and more affordable ￼￼￼￼and way cleaner in the end,24,LABEL_2,POSITIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","All that land  used just to serve 7,000 people what a waste. We are going to have to paint the world black to power it.","All that land  used just to serve 7,000 people what a waste. We are going to have to paint the world black to power it.",27,LABEL_0,NEGATIVE,technological_shortcomings
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations","Congratulations  to All start ups..Govt of India n Local State Govt as well..!! I was reading somewhere tht..why India can't make Airplanes ..Jets..!! The Ans is Big Investments n Know how ..bt those days gone..now it's New India..Progressive India..future is bright..only we hv to support our Industry leaders..Tata..RIL..i red in USA 57%  public are Invest in their industry leaders...corporations etc...etc..bt In India only 7% invested in stocks mkt...all due to Fear..n blamed the stock mkt Satta Bazzar...i mean if U want to see india among da 2nd- 3rd Economy in da World..we must hv v v high target..at least 1 person from every 10 must open Damat act n get invested in our Make India start ups..our Industries..Dnt trade only invest..minm amt..after 10 yrs as those co grows thrw ur money invested in them..u will get..20..50..100 times more money get  return back...( Defense Sector, Fmcg Sec..Retail sec..Green Energy sec..Medical n Insurance sec..IT n Electronic sec..etc etc..n obviously in new Start ups..we can make it in a while..let's spread positivity..be cheerful n Salute to our growing mother India..","Congratulations  to All start ups..Govt of India n Local State Govt as well..!! I was reading somewhere tht..why India can't make Airplanes ..Jets..!! The Ans is Big Investments n Know how ..bt those days gone..now it's New India..Progressive India..future is bright..only we hv to support our Industry leaders..Tata..RIL..i red in USA 57%  public are Invest in their industry leaders...corporations etc...etc..bt In India only 7% invested in stocks mkt...all due to Fear..n blamed the stock mkt Satta Bazzar...i mean if U want to see india among da 2nd- 3rd Economy in da World..we must hv v v high target..at least 1 person from every 10 must open Damat act n get invested in our Make India start ups..our Industries..Dnt trade only invest..minm amt..after 10 yrs as those co grows thrw ur money invested in them..u will get..20..50..100 times more money get  return back...( Defense Sector, Fmcg Sec..Retail sec..Green Energy sec..Medical n Insurance sec..IT n Electronic sec..etc etc..n obviously in new Start ups..we can make it in a while..let's spread positivity..be cheerful n Salute to our growing mother India..",262,LABEL_2,POSITIVE,financial_constraints
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",Such a shame to cover the good earth with this. Power can be got in other ways.,Such a shame to cover the good earth with this. Power can be got in other ways.,19,LABEL_0,NEGATIVE,not-defined
Solar,"1,000 years ago, worshippers built a Sun Temple in Modhera. Today, the sun provides all its energy  Learn how other countries can accelerate their solar energy transitions: http://ow.ly/pqGq50LmS4RUnited Nations",In a few years their will be asking us for money to feed them because they have no food because they covered the farmland with solar panels great Idea,In a few years their will be asking us for money to feed them because they have no food because they covered the farmland with solar panels great Idea,29,LABEL_0,NEGATIVE,technological_shortcomings
