Energy,Post,Comment,Cleaned_Comment,Token_Count,Sentiment,Sentiment_Mapped,reasons
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,I say  go for it wel done good for you   now if we could harness  all the  negative  comments may be we wouldn't need any of these idea from solar to wind tidal wave cold fusion we could power the whole world with all of negative  comments on facebook,I say  go for it wel done good for you   now if we could harness  all the  negative  comments may be we wouldn't need any of these idea from solar to wind tidal wave cold fusion we could power the whole world with all of negative  comments on facebook,50,LABEL_2,POSITIVE,technological_shortcomings
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Rutherford was the father of fusion.,Rutherford was the father of fusion.,7,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Our physics lecturer alerted us to the fusion quest 50 years ago.,Our physics lecturer alerted us to the fusion quest 50 years ago.,13,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,I wondered what Harry Potter was up to these days...,I wondered what Harry Potter was up to these days...,11,LABEL_1,NEUTRAL,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,this is exciting,this is exciting,3,LABEL_2,POSITIVE,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Next we will have more EVs.,Next we will have more EVs.,7,LABEL_1,NEUTRAL,technological_shortcomings
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,There’s much history of unlimited power supplies. But funnily enough they’re all suppressed.,There’s much history of unlimited power supplies. But funnily enough they’re all suppressed.,19,LABEL_1,NEUTRAL,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,"Excellent, clear, accessible interview with Ratu around one of the most exciting of many physics-based initiatives and industries in New Zealand. It perhaps highlights the breadth of careers available to physics graduates. Not only are the likes of Openstar and Rocketlabs hiring talent, but even bigger, global successes like F&P Health Care are reliant upon physics graduates for their growth. This all at a time when there are dwindling numbers taking up the subject. One time physics leader, Waikato University, which was once home to Dan Walls (after which the Dodd-Walls Centre of Research Excellence I used to lead is named), cut it’s undergraduate physics programme years ago. Massey University, where Sir Paul Callaghan originally worked, closed its BSc programme two years ago. Even Victoria University, where Ratu studied and which hosts the Robinson and MacDiarmid Institutes threatened closure of its School of Chemical and Physical Sciences. As it stands their programme in physics has been radically reduced with a watch on student numbers hanging like the sword of Damocles above the Department which would leave only Auckland, Otago and Canterbury teaching physics whilst our industry cries out for talent and opportunities to transform our economy and the world go begging. ","Excellent, clear, accessible interview with Ratu around one of the most exciting of many physics-based initiatives and industries in New Zealand. It perhaps highlights the breadth of careers available to physics graduates. Not only are the likes of Openstar and Rocketlabs hiring talent, but even bigger, global successes like F&P Health Care are reliant upon physics graduates for their growth. This all at a time when there are dwindling numbers taking up the subject. One time physics leader, Waikato University, which was once home to Dan Walls (after which the Dodd-Walls Centre of Research Excellence I used to lead is named), cut it’s undergraduate physics programme years ago. Massey University, where Sir Paul Callaghan originally worked, closed its BSc programme two years ago. Even Victoria University, where Ratu studied and which hosts the Robinson and MacDiarmid Institutes threatened closure of its School of Chemical and Physical Sciences. As it stands their programme in physics has been radically reduced with a watch on student numbers hanging like the sword of Damocles above the Department which would leave only Auckland, Otago and Canterbury teaching physics whilst our industry cries out for talent and opportunities to transform our economy and the world go begging. ",226,LABEL_2,POSITIVE,financial_constraints
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Nuclear fusion is not a race!The world has realised that it is no longer an option because it is impossible to dispense dispense the used fuel rods.The Japanese thought they had found the answer by sinking them in deep sea trenches in lead caskets.But guess what ……they are still actively fizzing……..so that is the end of Atomic power stations!,Nuclear fusion is not a race!The world has realised that it is no longer an option because it is impossible to dispense dispense the used fuel rods.The Japanese thought they had found the answer by sinking them in deep sea trenches in lead caskets.But guess what ……they are still actively fizzing……..so that is the end of Atomic power stations!,64,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Here come the gamma rays,Here come the gamma rays,5,LABEL_1,NEUTRAL,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,"Go for it, Greenies won't like it of course. ","Go for it, Greenies won't like it of course. ",12,LABEL_1,NEUTRAL,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,only been saying this for years,only been saying this for years,6,LABEL_1,NEUTRAL,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,He looks like the type to do it.,He looks like the type to do it.,9,LABEL_1,NEUTRAL,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Why is it that NZ does not allow nuclear powered ships in to their waters?,Why is it that NZ does not allow nuclear powered ships in to their waters?,16,LABEL_0,NEGATIVE,financial_constraints
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,It will never happen. Some of the physics just can't be done,It will never happen. Some of the physics just can't be done,14,LABEL_0,NEGATIVE,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,It’s coming,It’s coming,4,LABEL_1,NEUTRAL,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Well its the only thing that can replace fossil fuels realistically for the time being.......so b4 everyone gets their pro-nouns and student debt in an uproar take a little time to think,Well its the only thing that can replace fossil fuels realistically for the time being.......so b4 everyone gets their pro-nouns and student debt in an uproar take a little time to think,34,LABEL_1,NEUTRAL,financial_constraints
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Already been done. All the people who did it were murdered.,Already been done. All the people who did it were murdered.,13,LABEL_0,NEGATIVE,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,"Yea and look at where ""experts"" have gotten us. There's a reactor under the wainuiomata hill. Saw it when I was a scaffolder 20 years ago. Very interesting.","Yea and look at where ""experts"" have gotten us. There's a reactor under the wainuiomata hill. Saw it when I was a scaffolder 20 years ago. Very interesting.",35,LABEL_2,POSITIVE,infrastructure
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,And how much more is that going to cost,And how much more is that going to cost,9,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Nuclear free…..the idiots excuse to stay primitive,Nuclear free…..the idiots excuse to stay primitive,9,LABEL_0,NEGATIVE,technological_shortcomings
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,"As if the left would ever allow cheap and abundant energy, i.e., enabling people to control their own lives, to happen  ","As if the left would ever allow cheap and abundant energy, i.e., enabling people to control their own lives, to happen  ",24,LABEL_0,NEGATIVE,infrastructure
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,The f**k Harry Potter doing with our energy system now mayn' ....1,The f**k Harry Potter doing with our energy system now mayn' ....1,17,LABEL_0,NEGATIVE,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,What experts are the self-implanted ones,What experts are the self-implanted ones,6,LABEL_1,NEUTRAL,not-defined
Nuclear,Many experts believe fusion energy is the future of limitless clean energy - and one Wellington-based team aims to help New Zealand access this.,Ofc but what do you do with the waste?,Ofc but what do you do with the waste?,10,LABEL_1,NEUTRAL,not-defined
Wind,New Zealand is already generating most of its electricity from renewable sources. It's now also discussing offshore wind power.,New Zealand is a very different proposition to Australia. The size for a start!,New Zealand is a very different proposition to Australia. The size for a start!,16,LABEL_1,NEUTRAL,not-defined
Wind,New Zealand is already generating most of its electricity from renewable sources. It's now also discussing offshore wind power.,"This wind and solar is only going to destroy Australia we need more Coal, Gas an NUCLEAR that is the only thing that will save Australia","This wind and solar is only going to destroy Australia we need more Coal, Gas an NUCLEAR that is the only thing that will save Australia",27,LABEL_0,NEGATIVE,technological_shortcomings
Wind,The untapped power of ocean winds – why New Zealand is looking offshore for future renewable energy,New Zealand is a very different proposition to Australia. The size for a start!,New Zealand is a very different proposition to Australia. The size for a start!,16,LABEL_1,NEUTRAL,not-defined
Wind,The untapped power of ocean winds – why New Zealand is looking offshore for future renewable energy,"This wind and solar is only going to destroy Australia we need more Coal, Gas an NUCLEAR that is the only thing that will save Australia","This wind and solar is only going to destroy Australia we need more Coal, Gas an NUCLEAR that is the only thing that will save Australia",27,LABEL_0,NEGATIVE,technological_shortcomings
Wind,Last night I had the opportunity to meet with the Taranaki Offshore Partnership in Parliament to discuss wind energy. The potential for New Zealand is huge.,If taranaki loses oil and gas we be stuffed here be like taking farming out of taranaki no jobs no money,If taranaki loses oil and gas we be stuffed here be like taking farming out of taranaki no jobs no money,21,LABEL_0,NEGATIVE,financial_constraints
Wind,Last night I had the opportunity to meet with the Taranaki Offshore Partnership in Parliament to discuss wind energy. The potential for New Zealand is huge.,Karen Bullock thankfully for Taranaki we are the only province that still has the gas industry after this Govt removed the opportunities elsewhere.,Karen Bullock thankfully for Taranaki we are the only province that still has the gas industry after this Govt removed the opportunities elsewhere.,24,LABEL_2,POSITIVE,technological_shortcomings
Wind,Last night I had the opportunity to meet with the Taranaki Offshore Partnership in Parliament to discuss wind energy. The potential for New Zealand is huge.,Barbara Kuriger MP  will national restore the ability to apply for exploration licenses. Or has that ship sailed with too many hoops to jump through?,Barbara Kuriger MP  will national restore the ability to apply for exploration licenses. Or has that ship sailed with too many hoops to jump through?,27,LABEL_1,NEUTRAL,technological_shortcomings
Wind,Last night I had the opportunity to meet with the Taranaki Offshore Partnership in Parliament to discuss wind energy. The potential for New Zealand is huge.,"Shirley Trumper yes we will reinstate the ability, but we do question whether the investment will return.","Shirley Trumper yes we will reinstate the ability, but we do question whether the investment will return.",19,LABEL_1,NEUTRAL,financial_constraints
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow  have a nice day ,Wow  have a nice day ,5,LABEL_2,POSITIVE,not-defined
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Windmills all over nga po mommy .done watching till the end,Windmills all over nga po mommy .done watching till the end,11,LABEL_1,NEUTRAL,financial_constraints
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Nice view and good environment windmills source of electricity,Nice view and good environment windmills source of electricity,9,LABEL_2,POSITIVE,technological_shortcomings
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,So beautiful,So beautiful,2,LABEL_2,POSITIVE,not-defined
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Clean air and wind generating power  enjoy and always have fun mommy Judy D Puckett ,Clean air and wind generating power  enjoy and always have fun mommy Judy D Puckett ,15,LABEL_2,POSITIVE,technological_shortcomings
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,So ganda naman po dyan Mam Judy D Puckett ,So ganda naman po dyan Mam Judy D Puckett ,9,LABEL_1,NEUTRAL,not-defined
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,That is so awesome!,That is so awesome!,5,LABEL_2,POSITIVE,not-defined
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,It’s beautiful  po,It’s beautiful  po,5,LABEL_2,POSITIVE,not-defined
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,So awesome place!,So awesome place!,4,LABEL_2,POSITIVE,not-defined
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Nice and good source of electric energy and environment friendly yan mommy Judy D Puckett,Nice and good source of electric energy and environment friendly yan mommy Judy D Puckett,15,LABEL_2,POSITIVE,technological_shortcomings
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Very nice place,Very nice place,3,LABEL_2,POSITIVE,not-defined
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Love it! ,Love it! ,3,LABEL_2,POSITIVE,not-defined
Wind,New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,I love this ,I love this ,3,LABEL_2,POSITIVE,not-defined
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Just so long as it doesn't cost the earth to consumers..... and right now it does!!! $400 a month to keep a home warm in winter! Ludicrous.,Just so long as it doesn't cost the earth to consumers..... and right now it does!!! $400 a month to keep a home warm in winter! Ludicrous.,35,LABEL_1,NEUTRAL,financial_constraints
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.","What is it about this government that thinks it’s so important to lead the world. We little old N Z produce 0.17% of the world’s emissions, even if we weren’t here it would have NO impact  or bring NO change.","What is it about this government that thinks it’s so important to lead the world. We little old N Z produce 0.17% of the world’s emissions, even if we weren’t here it would have NO impact  or bring NO change.",50,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Insanity a bloody globalist power play ...we see who the victims of the shift in environmental paradigm are going to be this dysfunction is is going to look like a picnic compared to the next 5 year chunk of net zero agenda 2030,Insanity a bloody globalist power play ...we see who the victims of the shift in environmental paradigm are going to be this dysfunction is is going to look like a picnic compared to the next 5 year chunk of net zero agenda 2030,44,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Do you love Imposters. ?,Do you love Imposters. ?,6,LABEL_1,NEUTRAL,technological_shortcomings
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",More folly from this Gov't as NZ becomes the Guinea Pig of WEF for so called green renewables. They are not as green as advertised do your research people. We have more capacity for hydro but the greens won't allow it.,More folly from this Gov't as NZ becomes the Guinea Pig of WEF for so called green renewables. They are not as green as advertised do your research people. We have more capacity for hydro but the greens won't allow it.,45,LABEL_0,NEGATIVE,financial_constraints
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.","Lets hope the said """"terms and conditions"""" are favourable, however knowing Blackrock they will see it as an opportunity to leverage billions from the government and the people of New Zealand, through naievity, ignorance and deception......the question that should be asked of the government is that if they thought the concept was such a good idea, why didnt they just fund it through government appropraiations - Jacinda magically pulled $100 billion out of her arse to fund the covid initiatives, so whats $2 Billion. Sorry but i think we have been sold up shit creek without a paddle","Lets hope the said """"terms and conditions"""" are favourable, however knowing Blackrock they will see it as an opportunity to leverage billions from the government and the people of New Zealand, through naievity, ignorance and deception......the question that should be asked of the government is that if they thought the concept was such a good idea, why didnt they just fund it through government appropraiations - Jacinda magically pulled $100 billion out of her arse to fund the covid initiatives, so whats $2 Billion. Sorry but i think we have been sold up shit creek without a paddle",112,LABEL_0,NEGATIVE,financial_constraints
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",There goes NZ. Down the toilet.,There goes NZ. Down the toilet.,8,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Oh no!,Oh no!,3,LABEL_0,NEGATIVE,not-defined
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",oh look they've got their best impression of an intelligent person face on - still look  like a bunch of dumb fuckers though,oh look they've got their best impression of an intelligent person face on - still look  like a bunch of dumb fuckers though,24,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",You sold us out for headlines  and a mere $2 billion - Blackrock grabbed and squeezed tight.Oil Gas Coal still remain Blackrock investments!,You sold us out for headlines  and a mere $2 billion - Blackrock grabbed and squeezed tight.Oil Gas Coal still remain Blackrock investments!,25,LABEL_0,NEGATIVE,technological_shortcomings
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",I'm going to burn some tyres to celebrate ,I'm going to burn some tyres to celebrate ,9,LABEL_2,POSITIVE,not-defined
Wind,"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",This is bullshit there is no deal it’s this Labour Party doing dodgy shit behind closed doors,This is bullshit there is no deal it’s this Labour Party doing dodgy shit behind closed doors,19,LABEL_0,NEGATIVE,not-defined
