Post,Comment
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow Amazing placedaming windmill
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,beautiful New Zealand..
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow amazing po mami
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow  have a nice day 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Windmills all over nga po mommy .done watching till the end
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Good morning new Zealand
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Nice view and good environment windmills source of electricity
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Awesome
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,So beautiful
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow gnda nman dyan 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Clean air and wind generating power  enjoy and always have fun mommy Judy D Puckett 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,So ganda naman po dyan Mam Judy D Puckett 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,"Nice place , nice view "
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Big electric fan 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow beautiful place 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow beautiful place  
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow nice
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Nice po ganda ng place po Maam Judy D Puckett 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,wow that's awesome giant electric fan 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Amazing windmills
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Sana all amazing  maam lods
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow nice view.
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,That is so awesome!
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,It’s beautiful  po
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,So awesome place!
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Nice and good source of electric energy and environment friendly yan mommy Judy D Puckett
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,nice nmn ma'am 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow amazing 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Very nice place
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Hello good morning sissy Ang Ganda Naman Dyan 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Good one sis
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Love it! 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,I love this 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Awesome
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow very nice place enjoy po 
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Wow nice.
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Oh wow!!! windmill
New Zealand windmill.  Windmills convert wind energy into electrical energy #windmill #fypシ #sheep #NatureLovers #Mi #WeekendVibes #everyone,Super ganda
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Just so long as it doesn't cost the earth to consumers..... and right now it does!!! $400 a month to keep a home warm in winter! Ludicrous.
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.","What is it about this government that thinks it’s so important to lead the world. We little old N Z produce 0.17% of the world’s emissions, even if we weren’t here it would have NO impact  or bring NO change."
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Insanity a bloody globalist power play ...we see who the victims of the shift in environmental paradigm are going to be this dysfunction is is going to look like a picnic compared to the next 5 year chunk of net zero agenda 2030
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",SOLD . Congratulations Blackrock NZ new owners
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Do you love Imposters. ?
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",https://amp.abc.net.au/article/101949284
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",More folly from this Gov't as NZ becomes the Guinea Pig of WEF for so called green renewables. They are not as green as advertised do your research people. We have more capacity for hydro but the greens won't allow it.
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.","Lets hope the said """"terms and conditions"""" are favourable, however knowing Blackrock they will see it as an opportunity to leverage billions from the government and the people of New Zealand, through naievity, ignorance and deception......the question that should be asked of the government is that if they thought the concept was such a good idea, why didnt they just fund it through government appropraiations - Jacinda magically pulled $100 billion out of her arse to fund the covid initiatives, so whats $2 Billion. Sorry but i think we have been sold up shit creek without a paddle"
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",There goes NZ. Down the toilet.
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Oh no!
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",oh look they've got their best impression of an intelligent person face on - still look  like a bunch of dumb fuckers though
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",You sold us out for headlines  and a mere $2 billion - Blackrock grabbed and squeezed tight.Oil Gas Coal still remain Blackrock investments!
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",I'm going to burn some tyres to celebrate 
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",This is bullshit there is no deal it’s this Labour Party doing dodgy shit behind closed doors
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Can’t wait till they voted out
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Rage conspiratards. Rage.
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",All  our rescues are gone.
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.","That explains Ms Ardern's cosy little drop-in visit in past months....BlackRock are reputedly using the same approach as the CCP....own 10-12% of a project, corporation or entity and gain access to all strategy, financial details, policy direction and influence over directorship boards..."
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.","BlackRock holds investments worth $85bn in coal companies. They don’t give a flying crap about renewables, only control and money. We’d be nuts to give them either!"
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Fuck black rock.
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Ffs labour why do a deal with Blackrock !!! Stop getting our country into more debt
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",The Govt's latest PR is just hot air and no wind.  The promise based on the BIG IF.  https://www.msn.com/.../worthy-of-an.../ar-AA1eT294...
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.","You have just sold out Nz to black rock!!, when the shit hits the fan a bet u will follow Cindy offshore too!!, it will be the only way you are safe"
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Chance to try and get a vote or 2 give it s rest your party   has already  lost the election  .gone 2023 October.
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",Lisa Owen - ‘Fair and Frank Chinese Propaganda’ - What was her price?
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",The bogus Chinese real estate agent kidnapping story is hilarious. I thought big communist dictators are supposed to be smart haha
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",THE BIG DECEMBER CRASH..http://www.donmurrayastrologer.com/news.html
"VihanInvesting in clean energy and transitioning our economy to renewables is an opportunity – not a cost. We have a chance here to lead the world, and create thousands of new, highly-skilled jobs in the process. 

That’s why today’s announcement is so exciting. We are partnering with BlackRock, one of the world’s largest investors in climate infrastructure and clean technology, to launch a $2 billion climate fund. The fund will help to accelerate clean energy projects like solar, wind, green hydrogen and battery storage, and attract more investment in NZ as a climate leader. 

Our Government has taken more action on climate change in just the last six years than all other governments combined, but there is still more to do. Reducing our carbon emissions is no longer a ‘nice to have’ but an essential part of doing global business and having the goods to back up our clean, green image – and we’re here for the challenge.",And what is a $2b loan from Blackrock going to cost NZ. Our Democracy?  Have a good look at their shareholders/ investors.
