Post,Comment,Post_Sentiment,Post_Sentiment_Score,Comment_Sentiment,Comment_Sentiment_Score
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Australia has been without strong leadership for many years,NEGATIVE,0.6455737352371216,NEGATIVE,0.9991819262504578
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Absolutely. Paying for renewables which will die before they are paid for is economic suicide. But it’s ok, we the consumer has been conned into thinking we are saving the planet and not paying bills. Forget about the initial investment.",NEGATIVE,0.6455737352371216,NEGATIVE,0.6205946803092957
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",if we are banning the use of gas and coal in Australia then we should ban its export.,NEGATIVE,0.6455737352371216,NEGATIVE,0.999322772026062
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Yes, and we must also begin work on nuclear power plants, as part of an energy mix.",NEGATIVE,0.6455737352371216,POSITIVE,0.9524635076522827
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Newsflash…2030. The Australian Labor Government has just released its new energy policy. It advises all Australians, if they want to keep warm, to rub two sticks together. This will generate heat in the traditional (and culturally correct) aboriginal way, and hopefully a small flame will be the result of this rigorous activity. However, a press release from the Greens will announce they will oppose this directive, as the use of natural wood and the resulting CO2 emissions directly contradicts its environmental policies. Sky News has replied with Andrew Bolt claiming the removal of every tree in Australia several years ago to build billions of hectares of solar panels means no one has two sticks to rub together. This highlights, Bolt stated, the ineffectiveness of the Labor Government, while the opposition suggests we start importing sticks from China to help the growing number of ‘silent Australians’ warm themselves over the coming winter.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9759202003479004
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Completely agree 100% and this is going to be the downfall of the labour government with these green net zero policies that will cripple this country and then they will soon realise what they've done was wrong and the people will soon realise how stupid they have been to vote for this government,NEGATIVE,0.6455737352371216,NEGATIVE,0.9992927312850952
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Yet, we are sitting on one of the worlds largest uranium deposits & could easily be experiencing some of the most reliable, clean, cheap, power for ALL our needs!!!DUHHH!!! Why???",NEGATIVE,0.6455737352371216,POSITIVE,0.9865025281906128
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Oh dear. They really have it bad.  Too bad that the majority of Australians are moving on.  At this rate sky news will become irrelevant before fossil fuels become redundant. Wont be too much longer now.,NEGATIVE,0.6455737352371216,NEGATIVE,0.9994588494300842
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Gideon, blind Freddy could could see this too. Seemingly none of the intelligent elite gave consideration to a sensible transition phase(s), so star struck are they by renewables and target dates they forgot the rest. Bowen will handle his current portfolio in the same manner he handled the migration portfolio - both will be a disaster.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9997352957725525
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Agree with the author. We also have to start with building Nuclear  Power stations NOW . Use what we need sell the excess coal and gas,NEGATIVE,0.6455737352371216,POSITIVE,0.55360347032547
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Governments do NOT understand the meaning of COMMON SENCE along with so many in the world today,NEGATIVE,0.6455737352371216,NEGATIVE,0.9991562366485596
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",The goal is to crash economies using green energy as an excuse.   To many fell for it.,NEGATIVE,0.6455737352371216,NEGATIVE,0.998688280582428
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Anyone that voted for independents don't complain you have got what you asked for.,NEGATIVE,0.6455737352371216,POSITIVE,0.9974896907806396
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",yep instead of sending it all to China,NEGATIVE,0.6455737352371216,NEGATIVE,0.9540757536888123
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",The first priority should have been energy security but apparently we don’t have a problem with that according to Albo and Bowen.  Why else would have they put renewables as the priority;  doesn’t seem to matter that other parts of the world are having energy security problems (some not caused by renewables).  Affordability of energy would be next;  Albo you’ve said you want thing built here.  Ain’t going to happen whilst we have availability of energy and price becoming big issues.  Thick as ten brick.,NEGATIVE,0.6455737352371216,NEGATIVE,0.9961891770362854
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",We are being fed misinformation.  Coal is a resource we need at present because our energy system is in chaos.  While there are Wars and potential political conflicts we need to increase our energy output so as manufacturing can produce what we used to import.,NEGATIVE,0.6455737352371216,NEGATIVE,0.9894987344741821
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Green lunatics will bankrupt the country.,NEGATIVE,0.6455737352371216,NEGATIVE,0.9996700286865234
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",We wouldn't have a crisis if it wasn't for the renewable mania!,NEGATIVE,0.6455737352371216,POSITIVE,0.7078375816345215
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","The article is largely correct, but omits the very important nuclear energy option.",NEGATIVE,0.6455737352371216,NEGATIVE,0.984624981880188
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","I am waiting for the whole green renewable idea to crash and burn.They may all wake up to the lies,  the green have been feeding us to line their own pockets We are now at a point that the only thing that will wake people up is power outages,  food shortages,  and mortgages that are out of control.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9995934367179871
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","This is the way to go . People need to live and it is about "" balance"". This carbon emmissions has become a joke for countries that need to basically live & survive!.                   This is cutting off their nose to spite their face!"". Mean while  the major countries that are the biggest polluters  carry  on living their way of life , with barely a change of their lifestyle?. These countries  should be doing more of their share  for "" Mother earth"".  Do we see them cutting  back ?."" NO "" . Countries governments  that are pushing this agenda are "" ideoligists and theorists"", they are "" virtual signaling"" & do not live in the real world. They live in their rich bubble , they look after themselves because they can afford it. Realistically , the average lowly subjects will  struggle continuously all their lives unless there  is a ""balance "" across the board , the world. Countries need to take care of their ""OWN "". UN needs to  stop dictating directions &  distributing the problems throughout the world especially after this widely spread "" Pandemic environment""  .   This , all in the name of 'climate change""?. There needs  to be a better way for humans to live.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9987170696258545
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Build new coal fired power stations.,NEGATIVE,0.6455737352371216,POSITIVE,0.644419252872467
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Governments around the world have thrown money at this for decades pointlessly. You don’t have to be terribly smart to be a Polly.,NEGATIVE,0.6455737352371216,NEGATIVE,0.9971610307693481
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Use our resources stop the globalist adgendas build modular nuclear power plants make Australia great again,NEGATIVE,0.6455737352371216,POSITIVE,0.9988170862197876
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",So right Gideon  but unfortunately we are going down the unstable wind and solar path,NEGATIVE,0.6455737352371216,NEGATIVE,0.9986670017242432
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Our coal fleet is aging, built in the 70's and the 80's, we need to build HELE plants, more efficient and less emissions than older design plants, wind and solar are intermittent power generation.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9984986782073975
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",And get started on nuclear power.,NEGATIVE,0.6455737352371216,POSITIVE,0.9714716076850891
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","A commitment by government should always be supporting whatever is plentiful in resources and or has continuous abilty to generate base load power for the nation, now and into the future. And that is having multiple forms of energy generation from coal, gas, waste to energy, tidal, hydropower and localised power generation with wind and solar as the last two cannot generate base load power for this nation.",NEGATIVE,0.6455737352371216,NEGATIVE,0.562807559967041
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","When you have our politicians with their scare mongers flat out day in day out preaching. Saying that if we don’t change to renewables x amount of people will die from heat stress illnesses. Yes they will if they can’t or too scared to turn on their air conditioners. We need to wake up and yes look into advanced technology into coal power station’s. Its like our flooding nothing gets done, trust me renewables are not going to stop the flooding. New technology in getting rid of flood water will, but no our politicians have money invested in renewables.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9960914254188538
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",One country had woke up now let’s get the rest on board Because climate change is a load of BS and John Kerry and al gore are at the helm filling their pockets,NEGATIVE,0.6455737352371216,NEGATIVE,0.9958226680755615
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",The only way 100% just wish our Govt would get behind it. No reason why Australia should have cheap power with our huge resources coal and gas. We have been sold out.,NEGATIVE,0.6455737352371216,NEGATIVE,0.9976446032524109
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Another one of Rupert's hand picked Mouthpieces Slobbering the Fossil fuel Mantra.,NEGATIVE,0.6455737352371216,NEGATIVE,0.9996362924575806
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Too sensible Gideon! It’s based on truth rather than the “climate change hoax” pushed by the ignorant ideologists…,NEGATIVE,0.6455737352371216,NEGATIVE,0.9859582781791687
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Here in WA, they are building a huge battery that will take excess solar power from house solar panels, and it will only power 160,000 homes for 2 hours!!! Methinks they are going to need acres of batteries!!",NEGATIVE,0.6455737352371216,NEGATIVE,0.9929392337799072
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Virtue signaling will not keep the lights on , stop floods, drought or bush fires.",NEGATIVE,0.6455737352371216,NEGATIVE,0.999634861946106
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",When you only get 32% of the vote then they have to bow down to these climate zealots to survive and get stupid bills through While most Australians agree with renewables as a power source just not at the cost of higher bills and less reliability We need back up power to keep this country viable and coal powered and gas  powered resources are needed,NEGATIVE,0.6455737352371216,NEGATIVE,0.9962114095687866
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Clearly The opinion of Gideon Rozner would know way more about energy sources and power supply than these “so called” experts with decades of education and training in that field.(People actually believe this rubbish?),NEGATIVE,0.6455737352371216,NEGATIVE,0.9984254837036133
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Can all the greens go live off the land out bush somewhere while the rest of the nation fixes the energy problems,NEGATIVE,0.6455737352371216,NEGATIVE,0.9989312291145325
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","If the coal power stations were rebuilt with today's technology,  they are more efficient and have much less emissions. There needs to be a sensible balance between coal, gas, renewable and Hopefully one day nuclear",NEGATIVE,0.6455737352371216,NEGATIVE,0.9989088773727417
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Anyone with half a brain would know this ..which leaves the current ALP Socialist Goverment out completely..not a brain between them all ..only thing is everyone else will suffer the consequences from their Unsustainable Renewable’s push ….,NEGATIVE,0.6455737352371216,NEGATIVE,0.9994472861289978
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Instead of inventing new uses for electricity we need to invent effective, environmentally friendly storage for produced electricity .  This should have been a priority since it's discovery.The continuing issue is that electricity needs to be produced as the demand requires.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9982436895370483
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Given that multiple CO2 sensing satellite systems strongly suggest that the Australian continent is already net zero, we might as well extend the life of coal fired power stations, although what Australia really needs is to go nuclear.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9962724447250366
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",We have to obey the inner city wealthy,NEGATIVE,0.6455737352371216,POSITIVE,0.9848146438598633
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Well that's probably commonsense to some degree, which is why we are going in the opposite direction, ask Bowen ",NEGATIVE,0.6455737352371216,NEGATIVE,0.9951680898666382
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Of course we should be maintaining our coal power stations, and producing more gas for our domestic use while investigating nuclear power, it just makes sense, but then the current Labor, Greens and much of the LNP are lacking in this area, still, the penny will soon drop as it has in Europe, hopefully it wont be too late.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9991474151611328
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Would love that twit Bandt to explain how all the thousands of batteries, massive fans and panels will be made without using all the materials, minerals, resources and traditional power he hates so much. To all that voted for the greens and Teals, thx fa nothing except more debt and hardship.",NEGATIVE,0.6455737352371216,POSITIVE,0.7251689434051514
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",get rid of the wind turbine eyesores and solar panels. They are far from green energy. Nothing but a big fat con by the Globalists !!,NEGATIVE,0.6455737352371216,NEGATIVE,0.9975332021713257
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Gideon is showing very good un-common sense.  Shame our politicians aren’t.,NEGATIVE,0.6455737352371216,POSITIVE,0.9026485085487366
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",I know let’s ignore completely the acidification of our oceans the gigatonnes of carbon pumping into our biosphere each year because it’s cheaper the old way,NEGATIVE,0.6455737352371216,NEGATIVE,0.9834554195404053
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",See the example in South Australia under the Weatheril Labor regimes. Highest power prices on the planet.  That's  Albonochio  has in store for the rest of us unfer federal Labor,NEGATIVE,0.6455737352371216,NEGATIVE,0.9497827887535095
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","That definitely makes good sense but worst luck we have politicians with no sense they like to blow up old coal fired power stations once they are retired. These actions leave us in a position of electricity starvation where we all need power but their won’t be enough to go around, time to invest in a portable generator because you are going to need it to keep your refrigerator and freezer working. Our kids will have to learn that without electricity their laptops, phones and wifi don’t work.",NEGATIVE,0.6455737352371216,NEGATIVE,0.9987781643867493
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",we as Australians can see the only way to go is this ut the government is still dead set on leading us down the garden path to ruination of our country,NEGATIVE,0.6455737352371216,NEGATIVE,0.9995747208595276
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","Yes that is true , but we need to go nuclear to sustain our need for future energy demands ",NEGATIVE,0.6455737352371216,NEGATIVE,0.9894612431526184
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.","For the moment while we set up for nuclear power! It has to be part of the plan. Forget about what Air us Albo says. He’s just following plans of the NWO, WEF Great Reset",NEGATIVE,0.6455737352371216,NEGATIVE,0.9985320568084717
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Absolutely correct We are far from being renewable reliance..,NEGATIVE,0.6455737352371216,POSITIVE,0.9963648915290833
"Refurbishing our coal plants to extend their working life, scrapping the renewable energy target and ramping up gas exploration is the simplest solution to Australia's power demands in the immediate years to come, writes SkyNews.com.au contributor Gideon Rozner.",Why do these clowns oppose cheap power?  Just because it doesn’t serve the foreign owned mining companies?,NEGATIVE,0.6455737352371216,NEGATIVE,0.9990955591201782
