Post,Comment
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,23 countries have nuclear power plants we already have an old mini plant why haven’t we moved ahead ?
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Thorium Salt reactor is the future of clean energy!
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Here's a piece of Coalition ""transparency"" for you..."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Won't help the situation now, it would be 20, 30 years away at least.Crank up the coal"
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Could say it's a no brainer but then that's the trouble to many pollies have no brain.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Yes all yap now Pitt done nothing in 9 years
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,the US federal government has paid billions of dollars in damages to utilities for failing to dispose of this waste and may potentially have to pay tens of billions of dollars more in coming decades.https://www.gao.gov/nuclear-waste-disposal
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"1. Forget the climate fear and alarmism. We don't need so-called ""zero emissions"" technology."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,These picture are steam from cooling towers
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Flipper Pitt?
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,How will nuclear power be cheaper?
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,The question you ask these nutjobs is Where are you building these Nuclear Power Stations BEFORE THE HYPE of how good they are
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,But the cult of climate alarmism doesn't make any money or obtain an elitist control over the masses by achieving net zero through the reliability of nuclear.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Look dad steam.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,It is the obvious answer to the problem of reliable electricity generation. We need to kick our Federal politicians in the backside & get them to remove the ban on nuclear energy.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"In the 1940’s we tapped into the most powerful energy source in the universe known to man, yet here we are in 2022 still arguing that solar and wind are the answer to our huge energy demands… Haha only the propagated idiots still think this"
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"1kg of uranium produces as much energy as 20,000kg’s of coal."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Tesla tower, free energy!"
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Most expensive way to boil water to make steam to turn a turbine to make electricity of all try reading GenCost Keith it’s readily available
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Leaders aren't interested in cheaper energy - they're only interested in ""Climate change"" to use as a tool to control you."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Keith Coalpitt would say that. They want big business to keep holding the monopoly on energy supply.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,But that has-been bald bloke will sing mean songs about us.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Beautiful CLEAN Steam. wtf.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,so why dont we have it ? !!!!
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,The amount of money that has been wasted on renewables over the past 30 years could have had the entire country running on nuclear with much lower prices and complete reliability. With very low emissions and spare power for electric vehicles.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"The Nationals are on to a sure vote ""loser""."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,...and here we go again......
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,An alternative to cheaper energy would mean more expensive energy.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Follow the money
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,It’s what needs to be done
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,We should be working towards cleaner smaller versions of nuclear power.  No need to have weaponize able material and dirty fuel rods
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,So is nuclear waste  So the greens aren't saying nothing because Greens means the colour off money
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Because the politicians wouldn't have a reason to go to the summits Greta would have nothing to be discussed about.So go figure ?
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Labor is too thick to comprehend.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,NUCLEARUnited Arab Emirates
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Off coarse it is.Wake up fed.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Should have built them when you were in power. Look what they are doing now each way is selling Australia to China.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Far too simple and no MONEY in it for the  bed wetters.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"AS part of the 'con' to fool the gullible France spends around $AUD40 billion a year subsidising nuclear power to make it appear cheap.France nuclear power; soaring cost of 2023 electricity futures contracts for the French market – the highest in Europe and recently priced at more than €600/MWh – or nearly $A1,000MWh for “baseload”..France caps its consumer power bills – to maintain the myth of “cheap” nuclear and to protect French pride – the cost to EDF of making up the difference is now estimated at more than €24 billion ($A40 billion) this year alone."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Great stuff!!
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Nutters!!!
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Nuclear energy in Australia should've occurred decades ago.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Unproven’ small nuclear reactors would raise Australia’s energy costs.The next generation of small nuclear reactors being advocated by the Coalition would raise electricity prices, slow the uptake of renewables and introduce new risks from nuclear waste.Only two small modular reactors (SMRs) are known to be operating around the world, in Russia and China, and both have seen large cost blowouts..Promoters of nuclear energy, the report claims, were pinning their hopes on technology that was “uncertain and unproven”..According to the report, Russia’s floating nuclear plant, the Akademik Lomonosov, has two small SMR units on board. Construction costs had ballooned sixfold..Work started in 2012 on a demonstration plant in China with two gas-cooled reactors that was completed nine years later, costing $8.8bn..“The global SMR reality simply does not come close to matching the Australian SMR rhetoric,”..Three further SMR plants were under construction in Argentina, China and Russia but had been plagued by cost rises and delays"
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Not rocket science
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Should be built on current sites of coal fired power stations and save billions on the cost of replacing the transmission lines. They could retain the skilled workforce and possibly use existing cooling towers.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,i   wonder   how   many  of   my   FB   friends  truly  believe   that   this   country  can    survive   on    wind    and    solar  ......dont   be   shy
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions., in twenty five years in the permits were granted yesterday !
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,A bit late now.  Should have been thinking bout that 20 years ago
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,We selling our gas for nothing We the people are paying though the roof
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,At least with nuclear you wouldn’t have to spend billions on new transition lines and who wants  solar panel and wind farms all over the country
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,just a whole lot more expensive.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,This government has no idea on energy needs for Australians
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Zero emissions and radioactive waste. Tell me more about how good nuclear waste is.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,These vapour Towers have nothing to do with Nuclear power it's steam it won't hurt you...what ever they come up with doesn't matter the price won't come down they are to greedy..
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Agree
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,To much common Sense in that and no underhand money  involved
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Our WEF/UN masters don’t want a solution to their unsolvable problem, they just want us jumping when they say jump, and they want us all in exponentially increasing debt to them."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,The Libs never mentioned it in nine years of government despite some 250 energy policy announcements.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Remember when the Nationals used to represent the farmers and not the mining conglomerates? 
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Looks like we're all going to have to take a crash course in backyard gardening and farming and live by candlelight WITH NO PHONES, NO TEXTING, NO VIDEO GAMES, and NO TV!!!"
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,I'll support nuclear when those who support it build their family homes on top of the nuclear waste dump sites.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Certainly beats the renewables madness.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Yes it is but whatcwill be done with its waiste .
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Too costly and too dangerous 
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,And who’s going to pay the massive build cost and disposal of the radioactive waste..?
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Certainly an “ALTERNATIVE” to any other for of cheap energy AKA the absolute most expensive
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Even the worst human alive Bill Gates has said Nuclear is needed as a back up to Green Energy.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,No it's not
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Wow…look at all that STEAM coming out of the stacks … so scary eh?
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Australia is already at net zero.  And labor doesn't want net zero.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Won’t go with nuclear but we will take and store nuclear wast from other countries
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Australia will never progress  with  bunch of noys running the place. How do the expect renewables to work here when the rest of the world can't make them work, Do they think they are smarter than the rest of the world ?"
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Just use coal . The small bit we aren’t selling.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Interesting not a word from the LNP for 9 years and all of a sudden they have an idea on power 
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"An ex-minister,with a simple mind, who hasn't thought of the complexities of nuclear leaks with radiations causing environmental and health problems."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Off course it is but the lefties and green commos won't embrace it simply because it is COMMON SENSE FFS !!!
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,A decade in government and liberal and national party didn't bother with nuclear energy
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,“Pretty straightforward” if you want to send $billions to the US and France every year in patent costs.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,I agree. Have it in Australia.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,i wonder what countries will be invaded next(which can provide mineral resources to built nuclear power stations for us??)
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"OK lets dance, we got nuclear subs, perhaps we could leave them in port and plug em into the grid, for more brilliant ideas contact Rick on 666"
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,No brainer. If we had a decent government  in the last 25 years we would be energy self sufficient now but alas we keep electing imbiciles.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,"Keith, you are attempting to convince leftards who have zero intelligence, who are sold out to the renewables scam based on the fabricated climate change fraud."
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,Agreed! Now go out and prosecute the case Mr. Pitt.
Nationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions.,The worldwide debate on the safety of nuclear power has been had and lost. No Fukushima’s are welcome in Australia thanks 
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Net zero is impossible.  Plants and humans and earth can't do it.
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....","Why do you always see steaming cooling [ water vapour] towers, it only excites the greens who are convinced its pollution"
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....","it shouldn’t be needed in Australia and doesn’t fit the timeframes. Would take 20  to 30 years  or even more to get one up and running in Australia, if it could happen at all. It would produce energy more expensively than renewables.The contemporary possibility of SMRs are currently very early in their development and apparently produce energy at twice the cost  of traditional reactors."
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Nothing straight forward about labour
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Please don’tWe are humans and humans make mistakes and then Chernobyl here we come!
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Of course it is. Why don’t the opposition state this more aggressively?
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",It’s an election winner. Bowen will bend over as he done time and time again!
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",‘Affordable’ from a politician can have varying meanings.And where is the nuclear fuel coming from the only two options are Russia and China.
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Great ideas these pollies have...let's turn Australia into another Chernobyl
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....","Swet, no emissions... but the fuel rods do eventually need to be gotten rid of as they become less effective as fuel for the reactor.... and they are terribly radioactive, so, where do we put them?  Bury them in the nearest Politicians back yard?  If that is the case, lets go!!"
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",But it doesn’t make any money for investors!
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Just imagine an energy source where nothing in our lives and economy had to change.  Electric cars would actually be green . No wasteful wind and solar farms that soak up subsidies and are at best transitional . Oh yeah that's nuclear .
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Problem is anything that is a great option isn’t affordable to generate power as it’s all about the feel good sensation of spending many more millions/ billions on a power generation system that is not going to be suitable to supply 24/7 power load’s for decades
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",It sure is plain logic
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Couldn’t possibly do that too simple
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Colin Vlug
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",But Mr. Pitt it doesn't suit the elites and corporates of our country as they couldn't reap in all of those government handouts for using renewables. Its all about the money!!!!!
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",23 countries have nuclear power plants we already have an old mini plant why haven’t we moved ahead ?
"Nuclear energy is a ‘pretty straightforward’ alternative to cheaper energy: Keith PittNationals MP Keith Pitt says nuclear energy is a “pretty straightforward” alternative in providing reliable and affordable energy while producing zero emissions. “If you want reliable energy that is affordable and it’s zero emissions, if that what people want, this is the only game in town,....",Thorium Salt reactor is the future of clean energy!
Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"While the rest of the world is building new nuclear reactors, and  some putting their older ones back online, Australia is squandering opportunity with only  wind and solar and other low electricity- producing technologies. We are selling our gas, coal and oil, all the while we are starving for power and what power we have is skyrocketing in price. The conversation for nuclear power in Australia must be had."
Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,It doesn't comply with Albos wealthy mates  agenda.
Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,They all have their fingers in the Wind and Solar pie being paid by the rich investors! Don’t listen to the people just take the money ? Nuclear is the only way to go and keeping Coal!
Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,These guys have no ideas themselves yet are ready to mock others!Get rid of this Albo clown!
Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Nuclear needs to be on the table. It’s clean green energy.
Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,Albo will run us into the ground then blame Bowen
Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Our PM is some kind of joke.What is the the MSM love affair with him? It's freaking me out and should freak ""everyone"" out. No PM ever has had this kind of ""LOOOOOVE"". It's just so clearly wrong."
Sky News host Andrew Bolt says Prime Minister Anthony Albanese today treated South Australia Premier Peter Malinauskas’ proposal for nuclear energy “as some kind of joke”.Watch the full episode at www.skynews.com.au/flash,"Do a check on who donated to Albanese, how many shares he has in renewables and when he bought them. Always follow the money, it never lies."
