Post,Comment
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Sit down luddite
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Maybe it China  pulling the string 
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,"If capitalism worked correctly,  Maintence would have kept Coal power stations competitive producing cheap power for the people, But no, we all got scammed by multinational Tax bludgers instead"
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,How many energy policies did liberal have in 9 years? 10 I think.
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Does Keith have solar panels on his homes
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Pork chops Bowenless will do a poo poo valve throwing it’s hands around like that. 
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Never offer Australians anything positive as they find it offensive
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Shame liberals and nationals made zero Progress on nuclear energy in a decade. ￼
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,"Chris Bowen, your a brainwashed,uneducated f##kwit"
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,https://fb.watch/kFpMnvi8AC/?mibextid=NnVzG8This young man has more intelligence than Blackout Bowen could ever dream to have. Nuclear for Australia
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Sack the moron
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Let’s power up
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,https://www.wired.com/story/europe-nuclear-power-plants/
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,bowen is an idiot
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,"There is no such thing as clean renewable energy other than hydro. Huge amounts of lead, lithium and cobalt go into wind turbines and solar panel technology. This technology has a far shorter life span than nuclear, coal or gas for power generation.Plus, with wind and solar renewables, back up power and battery storage will always be required. Then you have the massive battery usage for electric cars on top of all of this. African countries are now becoming dumping grounds for vast amounts of disused solar panels laden with lead and other heavy metals. With nuclear, you get net zero emissions and reliable energy with modern modular reactors. I understand nuclear waste is already being stored in synroc a material invented by the CSIRO."
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,"Google ""accidents history of nuclear reactors""."
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Bowen is well on the way to achieving the status as the most stupid Australian politician that ever lived.
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,KEITH PITT??? 
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,If you want to have fun trying to cure the dumbest woke lefties in history or at least have fun trying then i recommend you join my Facebook group if you haven't already. https://www.facebook.com/groups/1265843070661621/?ref=share_group_link
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Then why not use your 9 years in government to do something about it???
Nationals MP Keith Pitt says Energy Minister Chris Bowen wants to turn Australia into an intermittent wind and solar energy “super-unreliable power”.Watch the full episode at www.skynews.com.au/flash,Go nuclear it's been in Sweden for many years.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",They are not really seeing the effect that our sustainable renewable energy is doing to the country. We should be going back to our energy source that has proven itself. How much of our country is being affected from the waste that these installations created. Start watching the true stories about what the rest of the world is coping with by these so called clean energy. The waste that they creating in as bad as the uranium as it can not be reused and does not breakdown and they are burrying it for generations to find.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Good old Premier Trad buying the green voters her inner city electorate is full of.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","These solar panels will not return the energy it took to mine, build and install them. FFS just burn the coal instead and get 24/7 reliable power."
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",What a waste of tax payers money
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Stupidity........doing the same thing over and over and expecting different results.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Be amazed, hold on to your seats, be ready for the sequel to 'Planet of the Humans' staring Elbow as Dr Zaius and introducing Adam Bandt in his first feature role as Cornelius. Mark Matthews in the role of George Taylor. Follow the plight of humanity in 'Planet of the Apes'. Winner of the Green development award, coming to an ABC near you. Here is a short preview. https://www.youtube.com/watch?v=XvuM3DjvYf0"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Planet of the Humans was what I already knew but the other documentary “The Great Global Warming Swindle”..was next level and much more eye opening. It gives you the whole background of how this hoax started and continues today. A must watch. On YouTube.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Another carbon tax...everything, without exception, that you pay for has an electricity cost component...Your car insurance, school fees, groceries, petrol, rates... and green soar and wind has added at least 30% to your power bills and added costs to everything ..without exception.This is a carbon TAX...FACT.Making you poorer for no measurable benefit...Palasssotasick is a left green socialist economic incompetent under union control."
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Flogging a dead horse here .The renewable experimentation has failed miserably at astronomical cost to taxpayers.Put a stop to this madness.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","The data showed late last year, even as presented in right wing media, that most companies are not fleeing at all. This is yet another example of the dishonesty and that the right doesn't know what the left is talking about in the right wing media. Billions of dollars of projects in the pipeline and underway. Hardy fleeing. There's room for all power generation types at the moment, as I always say. Clearly the energy companies see that too. Oh yeah and how about mentioning the tax subsidies and breaks for the newly released area of land for coal and gas exploration in QLD? Too much to admit that? (Now watch the brainwashed in denial have their usual brainfart because they can't disprove that the tender went out yesterday.)"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Bunch of fools, stick with proven 24/7 coal or go nuclear, bloody eyesore propellers polluting a beautiful countryside and solar when the sun wants to play.Again, bloody bunch of hopeless fools!!"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",How can we afford this?  We are broke. Even real estate Jackie Trad says so.  The only spending going on at the moment is from the Feds.  Is this delivering on some deal with Greens? https://www.theaustralian.com.au/.../d8b36b321cd28d121745...
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",How much coal is used to make the solar panels?
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",C'mon Sky News enough with the lies.  Investment is pausing because of poor infrastructure and and even poorer LNP government.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Useless fools. Not their money of course and they will be gone soon, just leaving the wreckage!"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Qld Govoner General earn your pay and stand her down, please stop this wasteful female dog from pushing Queensland deeper in debt"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","That's what they do. Waste other peoples money. Solar, olympics, public service bonus etc etc"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",If solar was any good it would not need support.  Waste of MONEY.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Fraction of the percentage of fossil fuel subsidies.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",How disgraceful. Corrupt QLD Labor party
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Lord bless you qldrs. Do yourselves a favour, list qld labor dead set last at your next state election or not at all "
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Same in WA where McGowan is building a huge wind farm and solar farm in the Pilbara at a huge cost. But then again he is labor so it was expectedhttps://www.smh.com.au/.../wa-watchdog-green-lights-world...
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Yes solar viability and use have peaked and even over produce at the wrong times of the day all at once.As for wind..The wind energy cannot be  booked in advance planning because the wind might not blow those days.Ok.Australian Energy commission released these concerns..Not me..
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",After all solar panels are so clean and last forever and there made with fairy dust and they dont take up any space and there made with abundant materials and there providing another revenue stream for the rich.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","hahahaha....the sham is being exposed for what what it is...and now,as usual the taxpayer will be footing the bill for this ""Scam""..."
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Funny, I thought I read recently on these pages that there was more investment in renewables - obviously wasn't a News Corp page"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Labor & Liberal it seems will always keep the people poor to control them.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Forget it. If they are made in Qld from our materials, that's ok."
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",why they fall apart in 5 years
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Who said they are fleeing?
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","Follow the money ,cut the money and see what happens."
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",If it's a good business proposition why can't the banks lend them the money?
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Might be a good time to pay back the debt.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Which politicians have investments in this joke?
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Sky​news​ backs globalisation​ over​ Australia​n​ renewable  energy.​ They​ want​ Australia​ns​ ​to​second​ place​ is​ that​ the​ truth
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Not surprising when you look at the dills in charge.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Clearly Jackie trad accidental premier havent seen Planet of the Human's yet 
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",She​ just​ opened​ ​7000 sqr  klm exploration  you​  dont​ mention​ in​the​ ​scales department
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Is the French company “Vinci”?
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",The https://l.facebook.com/l.php... truth behind it all produced by a passionate environmentalist:
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Water storage? Dhead?
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Obviously Palachook and her cronies haven’t watched planet of the humans 
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Get ready. Qld ders love this
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","October,election can't come quick enough."
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Won't matter with no business
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Solar panels can't be recycled
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Solar farm - what junk 
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Keep​ coming​ second​ our​ media​ sugestion​ is​ to​ you​ all
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Off their heads 
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",More coal power stations needed.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",The amount of dumb right wingers that miss the whole point of Planet of Humans is incredible.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Are people that dumb? Solar panels are made from coal and quartz . Also bio mass is made from trees so they are litrally killing the planet.https://youtu.be/Zk11vI-7czE
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","at best they are 15% efficient-on cost + benefit basis, worst probable 15-20 year life span..not degradable,toxic material remain..>> "
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","TMZ update on the much anticipated new blockbuster. Be amazed, hold on to your seats, be ready for the sequel to 'Planet of the Humans' staring Elbow as Dr Zaius and introducing Adam Bandt in his first feature role as Cornelius. Do not miss Sarah Hanson-Young as the mute Nova. Mark Matthews in the role of George Taylor. Follow the plight of humanity in 'Planet of the Apes'. Winner of the heralded Green development award, coming to an ABC near you. Here is a short preview.  https://www.youtube.com/watch?v=wJADFCAlUGg"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Solar energy farms are not economically viable. See Michael Moores doco - the Planet of the Humans. Tax funded subsidies is absolute stupidity.
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Zero value to the gridhttps://www.cfact.org/.../wind-and-solar-add-zero-value.../
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","There is a sucker born every minute, Australia you are next - https://m.youtube.com/watch?v=Zk11vI-7czE&t=5291s "
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",stupid pancake dosnt she realize
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Always follow the money....the truth behind it all:
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Damian Kelly
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Just go nuclear
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",CCP
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Good. 
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.","What a joke, what a waste of money, what a mess!"
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",https://youtu.be/Zk11vI-7czE
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",https://youtu.be/Zk11vI-7czE
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",You Lunatics!
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Such a waste
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Don't like her or the Gov but a good move
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.", .OH NO! 
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Planet of the Humans
"Just as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says.",Could see that comming
"Qld taxpayers set ‘to prop up’ new solar energy farm | Sky News AustraliaJust as major private companies are fleeing from investing in renewable energy the Queensland Palaszczuk government has decided now is the time to use taxpayers’ money in “propping up the solar energy sector,” Sky News host Chris Kenny says. “The renewable energy sector has been having a tou...",They are not really seeing the effect that our sustainable renewable energy is doing to the country. We should be going back to our energy source that has proven itself. How much of our country is being affected from the waste that these installations created. Start watching the true stories about what the rest of the world is coping with by these so called clean energy. The waste that they creating in as bad as the uranium as it can not be reused and does not breakdown and they are burrying it for generations to find.
