Post,Comment
Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Rump gonna be mad because we’re making sustainable clean energy for health and more reliable energy. 
Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,That's great news  Renewable ernergy is the future
Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,The brain-dead trolls on this article are truly something to behold
Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Solar panels are contributing to global warming. Same as asphalt parking lots
Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,How much more obvious this should be in a country with Indian climate. This should be a no brainer.
Billionaire Gautam Adani got rich off coal. Now his company is building a green energy plant the size of Chicago.The sprawling solar and wind energy plant will generate enough electricity to power 16 million homes in India.,Look at all the extra heat created by the solar panels 
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",India has enough solar energy to extract and wind energy can also be tapped.However Indian river water which china is obstructing by blocking the flow of Bramhaputra river and other rivers must be taken into consideration and talks must be held to secure the release of water from these rivers as this water is not china's alone.More hydro electric projects must be constructed to create additional power keeping in mind the future power requirements of the country.
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Adani has already set this up and the minister is only certifying it that too after a couple of years. Indians must be ready to have extended dark nights! Monopoly is always a dignified name for extortion!
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",That will be enough power to turn the lights on for one Pardesh(County-state) in India for 4 minutes a year.
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",To be lost in the ancient distribution system.
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.","Glad to see India turning towards renewables. They are currently the second largest consumer of coal for power generation (932 million tons of coal burned in coal fired power plants in 2020). To take the top off the climate crisis barreling towards us, we all need to significantly ramp up installation of renewables of all types."
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.","But the problem is all the benefits are probably being taken away by few parties leaving public .  25% of Karnataka capacity is served by just solar alone and around 10-15% by wind, hydro etc."
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Gujrat is getting wind power and solar power.
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Thousands and thousands.  But when  ?
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Hope  all these wind power turbines are installed in States which are power deficit .
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Individual houses in small cities and villages can have solar power panels in terrace of the houses.
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Something like  offshore windfarms in line of Nordic nations can be considered
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",India should also merge excessively generated solar and wind power to pumped water power generation system
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Finally some clean Indian energy
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.","Bekarar topics, no business income, only interest income ,"
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",INVEST HEAVILY IN RESEARCH WORK
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Only plans....dreams.....expectations.....desires.....ambitions....
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",India needs more for its masses and some common sense to use them.
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Jay Shriram/Jay Hind Vandematram/Bharat Maata ki Jay
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.","Until when? Without a date, this information is pretty useless "
"India plans to set up 30,000 megawatts (MW) of offshore wind power capacity alongside 50,000 MW of solar capacity, the country's power minister said.",Plans....key word
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Ignore her, I can also send my son to protest provided monetary funding available. Now a day speaking negative and  blaming others has become a fashion. Really what matters is what you do to improve what has gone wrong. I can also write lectures, blog, on environment. But planting trees will be more useful"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","There  r other renewable sources like water current, tidal wave, geothermal, etc which are available round the year & per unit cost is also low. Only problem is first time investment is high. So we should harvest the energies from these too."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Well, it is not Greta you should apologise to or condescend, is it. The woman you are thinking of is named nature. Renewable energy has advanced more than ever. But yes, coal is still important until we fix our policies, technology and willingness."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Total crap ! Renewable energy is very much a possibility. While the North and East have abundant water which can be tapped for hydro electric power, South has abundant sun shine for solar. West has a combo of wind and solar. All it needs is a change in mindset of the Government !"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Will she feed the billions of people if there's no employment due to lack of growth....can she stay empty stomach for only one day ?
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Her only activity is to go to parliament building every Friday and have a protesting photoshoot
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Yes, it's great. Such a great news, proud moment for us Indians to behold. As predicted, after 2050 we will be in the point of no return, much more interesting fact is no need to dig more oil or coal. The reserves all the countries hold now currently is enough to pave way for catastrophic events. The current teenagers, child and infants will bear the brunt of this condescending attitude. Development with no future to exist is a great milestone for us to achieve. Atleast, nature will wash, burn,blow and swallow the crap we call humans in due time. We plan to terraform mars while we can't even reduce our carbon footprint."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Solar / wind power is expensive. If govt adopts this policy and in turn shifts the burden by increasing the per unit cost of electricity then the same people who are telling that wind or solar power should be used will be the first raising their voice against the government.This is the mindset of indians
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",India is building hydro and more nuclear power stations
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",India established ISA And developed countries harm environment since 18th century
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Instead of trolling someone, people should think it's the matter of shifting to renewable in the way to save the earth, bla bla bla problems will always be there but its time to liquid this bla bla bla problem and finding answers to them,Not only for IndiaBut for whole world"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","What about geothermal, nuclear, tidal renewable energy resources? We're taught about all these in our middle school. India should and will look towards these alternatives. Columnist should read more into energy and resources."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Why is she only after India? Who is paying her? Why not other countries, which are already developed but still contributes to the maximum percentage of world's pollution....."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",then what nuclear govt is going for?? what about water energy.... India has built so many dams for what
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",I hope the Greta Thunberg the prop at the adults table & more importantly her handlers read the piece. The argument holds good for all developing economies.
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Why don't we switch to nuclear power? More cleaner than coal. Can produce significant amount of energy. No amount of waste/ pollution generated.
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Why are you talking of solar and wind energy only? Have you forgotten good old hydroelectricity? The world has abundant water resources which can tapped as an effective source of renewable energy. The tirade against Greta has been funded partially by the big oil and energy companies who dont want their bottomlines affected
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Or nuclear energy?
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Is it growth or development that India should seek? Having oversize feet can be a problem.
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Shame on TOI, why are you sorry for her?"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Why the heck she is being made  sensational.
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Who knows the Mike she is using is powered by coal  based electric ,and the Mike itself mettal or plastic manufactured in smoke omitting company ."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Shes  noble contender now i know why normal minds dnt gt enough medals these days....be mad,be loud enough and be wild..thts all it takes to be known for being special."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Do your economical growth when there is no Earth to live.
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","For Australia  coal is total wastes and they don’t use coal for producing energy because it creates too much air pollution so Indian Adani industrialist importing coal from Australia in very cheap price and government has given the permission for making energy from coal not worried about air pollution ,making industrialists reach and this energy will be sold to Bangladesh because even in Bangladesh  there is ban on producing energy from coal because it creates huge air pollution.           Source: Times of India "
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Actually,there is battery storage now and because of that many places are now on 100% renewable. Adelaide, ran on 80% renewable last week. We need to be suspicious of misinformation put out by the fossil fuel industry and their lobyists and, consequently, government officials who are likely to be in their pay."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Tell her to stop using AC, freeze,car and live life like common people only lecturing is not enough she needs to give example of simple life."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",She looks like from some heavy metal bands in Sweden
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Looks like Greta is invested in coal India....
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Anyone still listens to this dramebaz girl?
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Hydel can run synchronous generators but its extremely expensive to start and affects the eco system.
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Its not for her...its for our children and grandchildren...foolish...
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","All is possible, need efforts. Don't think for survival of coal mining industries, thermal power industries..."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Has this girl stop using ac car and fridge the answer is a big NO, kahli pili lecture dete hain western countries wale"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Lol...its not about greta, or any particular person in general"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",But she can try movies in hollywood. There is lot of money and she can act well
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",there are hydro electric plants too........
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","You are crying for your master, who paid you for them."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",How dare you? 
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Cry to NSG members Greta, they ain't allowing us to buy nuclear fuels"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Hybrid solar system is reality now, it works on sunny and rainy days both... update yourself dear The Times of India"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Little learning is a dangerous thing Greeta
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Why not build Nuclear power plants instead of using Coal?
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",she know nothing but how dare you
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",How dare you?
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Who is she?
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","No, no you don’t, here’s one solution I’d like to see some media get behind www.carbonengineering.com"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Shame on her parents to use the illness of their child for fame & money..
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Sometimes it's better to gain knowledge then acting
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Iska 50₹ kaat .....
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",THE TRUTH
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Interesting read.
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","What is the minimum age for getting Nobel Prize in Peace? If she is admissible give her immediately, so that next can come"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",How dare you
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Btw she is drama queen. 
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",How dare you 
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",How dare you 
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",LPC
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",How dare you 
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",How dare you 
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Really stupid article
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Yeah and you continue licking BJP The Times of India 
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Subhankar Mazumdar What say?
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Gayathri Mayilsamy
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","I am surprised why Indian media gives to much importance to this girls, once you check you will find nothing in her contribution in climate change. We have lots of heroes in India they did far better than her, really whenever i see this girl face feeling angry."
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","The initiative that the United Nations has taken is absolutely unwarranted.One should take logical words or beautiful sound or realistic projects.Those of you who are taking videos or different types of offers to kids or different ways.All of you in the world will have to go back to the primitive age when your project is settled.All technology technologies have to be shut down.Power generation has to be stopped.You have to close the factories only if you have to implement them.An unrealistic project or proposal.Ask those who have been agitating to sleep away on the street, away from everything else.And my suggestions are the simplest realistic human welfare.In the present age, all is needed and this age is the economic age.How to create economic development and employment, grow the industry, plant more fruit trees.Some forests in the summer are already in the forests.And to reduce the amount of fruit trees is needed.The fruit will be taken care of all the time.Summer will also reduce the incidence of fire.People will get the benefit or benefit of billions of hectares of land.It was through accepting my project.By planting millions of hectares of fruit on the vacant land in the japan with the emphasis on neighborhoods, you will create employment for many people there.That's it.The following are some of the points:It is high time to change the world just your one good disitions.Climate Action!Climate change is a big issue.It is not a matter of crying to any young child.Anyone who cries will be solved.In this economic age everyone wants to take his business forward.Climate change affects everyone.Not just the poor.Everyone can benefit if they take the right initiative.Good initiative must be taken by all.So that the market place in the world is growing.Because in the present age, everyone wants a share of the profits.Industries such as Industries for Sounds that will accelerate business growth.The middle class will find a path to action.The lower ones will also work in that place.People will benefit from it.Example:1. The oxygen levels will rise.2. The amount of carbon will be reduced.3. The temperature will be minus 1.5% Celsius.4. The sea pressure will be low. Slowly will remain normal.5. The poor people will get food. So that people get nutrition.6. Business will grow in a social way.7. The elites will benefit from the environment and business.8. There will be employment for the middle and lower classes.9. The poor will have vitamin-rich foods.10. That food will continue to be more in the market.11. Ice melts.12. Its usefulness cannot be eliminated.The world will benefit from this for ages.For example, the fruit of the vine will be traded through the fruit. Increasing production will reduce costs and increase income. Prices will decrease. The dried grapes are also sold as food.How many trees, fruits, employment, nutrients will be eliminated, business, etc. only once.Planting only fruit trees has many benefits.Imagine that there are many benefits to such an environment as well as to human beings and nature.Implement.Let the world move forward.From~ Bangladesh............Edit or delete thisLike · Reply · 1m"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",She need not be! We should be sorry for stealing from our children their future!
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","It's our duty to save the future not based on Greta speech. World is full stupid peoples who don't want to save the future. If there is Greta or not , world is totally changed , climate is totally changed. We have to save the planet for future generations"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Greta beta jab pet bhara rahega aur basic need full fill honge tabhi environmental vichar aayenge ...India me bahuto k pet khali hai ....
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",How dare u 
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Nuclear Power plant?
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",Also less reproductive power for growth. Stop population explosion. Control population!!!
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'","Death bodies of my enemies will go P.S. Soul will go punishment place, for take punishment and for give compensation.আমার শত্রুদের দেহ ধ্বংস হবে পৃথিবীতে, আত্মা যাবে সাজা লোকে, ক্ষতি পূরণ দেওয়ার জন্য ও সাজা ভোগ করার জন্য।मेरे शत्रुओं के शरीर पृथ्वी पर नष्ट हो जाएंगे, आत्माओं को दंडित किया जाएगा, लोगों को मुआवजा दिया जाएगा और पीड़ित होगा।I hate anand Margis (progoti sangha, amara bangali), I hate clans (gusthi) of sarkar, roychoudhuri, sen etc. clans.আমি ঘৃণা করি আনান্দ মার্গীদের ও সমর্থকদের (প্রগতি সংঘ, আমরা বাঙালি) এবং ঘৃণা করি সরকার, রায় চৌধুরী, সেন ইত্যাদি গোষ্ঠীগুলিকে।আপন  পিতা-মেয়ে-ছেলের বৌ, দাদা- ভাই-বোন-মামাতো বোন, দাদু-নাতনি, কাকা-ভাইঝি, মামা-ভাগিনী, সঙ্গে যখন চোদাচুদি করে জন্ম দিছিস, বিবাহ কেন করছিস না ?  চোদাচুদির বিবাহের সমতুল, প্রকাশ্যে বিবাহের মত করছিস না কেন ?My enemies are lairs, cheaters, illegal earners, broker of illegal money printers, illegal sexual activities with given to born illegal bad children.Till now I did not find out among them any true speakers, virgin, chaste, real legal earners, good characters, not illegal sexual activities, not cheater aged from 5 to 75 years and will get heaven and can give to  anyone. My enemies prevented, harmed me from my childhood, spoiled education, physical and mental, economic, passport, prevented every way, taken my religious, political and lotteries etc money by with illegally and anonymously.I did not harm anyone from my childhood.Have not contribution improved of country and world of my enemies.My enemies did not done any social works, helped others by with own legal income money.Dishonest, hypocrite, my enemies and their illegal bad children are symbol or icon of devil or evil.I will not do any supports and  I shall not joint with them in future and till now did not need, shall not be need in future in religion and political fields. I am not and was not disciples, not devotee, not support, not worker etc of Anada Marg (with sarkar dynasty), Ramakrishna mission, Bharat Sebashram Songha etc"
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",https://www.youtube.com/watch?v=afxWRCWHfiQ
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'", How dare You Toilet paper
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",howdareyou
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",This chutiya girl
"'A total switch to solar and wind energy is impossible since these are produced only intermittently when the sun shines and wind blows, maybe 25% of the year on an average. For the rest of the time, India needs coal-based electricity.'",https://www.youtube.com/watch?v=AiDdpjs7ufo
